propertyCode,thumbnail,numPhotos,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,superTopHighlight,topNewDevelopment,externalReference,floor,district,neighborhood,hasLift,parkingSpace,labels,newDevelopmentFinished
98932462,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f5/f0/31/1028322824.jpg,18,625.0,flat,rent,62.0,True,2,1,Calle Jacinto Benavente,Madrid,Getafe,es,40.3137656,-3.729949,False,https://www.idealista.com/inmueble/98932462/,11666,"ALQUILER PROTEGIDO GETAFE. Alquila piso de 2 habitaciones junto metro-sur Getafe Central. Planta Baja. Exterior. Tiene 62 m2, distribuidos en 2 dormitorios. Salón independiente. 1 baño, con plato de ducha. Cocina amueblada y con electrodomésticos, con acceso a patio compartido. Calefacción individual por bomba de calor-frio en salón y 1 habitación, nuevos a estrenar. Recién pintado en color blanco. Suelos de gres. Ventanas climalit. Puerta entrada blindada. No admite mascotas. Se trata de un inmueble céntrico y bien ubicado, junto metro sur Getafe Central, calle Madrid a 5 minutos. Universidad. Ambulatorio, zonas de ocio, supermercados. Para alquilar esta vivienda, se solicita contrato de trabajo con mas de 1 año de antigüedad. Tres últimas nóminas. Ingresos suficientes para el pago de renta. No estar incluido en ficheros de morosidad. Somos agencia inmobiliaria, para informarse, llamar en horario comercial.",False,good,False,10.0,{'typology': 'flat'},"{'subtitle': 'Getafe Centro, Getafe', 'title': 'Piso en Calle Jacinto Benavente'}",False,False,False,False,False,False,770 GTF,bj,Getafe Centro,,False,,,
35766542,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/df/52/7d/186389133.jpg,12,595.0,flat,rent,45.0,True,1,1,Calle Marcelino Castillo,Madrid,Madrid,es,40.3906065,-3.7445409,False,https://www.idealista.com/inmueble/35766542/,4543,"Bonito apartamento, totalmente reformado, armario empotrado, cocina americana, ideal para pareja, muy cerca del metro carpetana linea 6 de metro. VEN A VERLO TE GUSTARA.",False,good,False,13.0,{'typology': 'flat'},"{'subtitle': 'Aluche, Madrid', 'title': 'Piso en Calle Marcelino Castillo'}",False,False,False,False,False,False,,bj,Latina,Aluche,False,,"[{'name': 'apartamentoType', 'text': 'Apartamento'}]",
98932280,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/35/ec/ed/1028317647.jpg,20,650.0,flat,rent,55.0,True,1,1,barrio Rejas,Madrid,Madrid,es,40.4415556,-3.5836227,False,https://www.idealista.com/inmueble/98932280/,10495,"LEER TEXTO COMPLETO Apartamento totalmente amueblado, no pedimos avales bancarios, se puede entrar cualquier día del mes. Al alquiler del apartamento hay que sumarle 100€ donde se le incluyen: piscina, paddel, parque infantil, plaza de garaje, agua sin limitación, ascensores y con un consumo máximo de hasta 50euros de luz ya incluidos en el precio. El precio final del alquiler es de 750€ No se aceptan mascotas. Contamos con transporte publico y autopistas: autobuses directo al intercambiador de avenida américa y los autobuses 77 y el nocturno n-5, conexiones: carretera a-2, m-30, m-40, a 5 minutos del aeropuerto de barajas, metro más cercano canillejas. cerca del centro comercial plenilunio. Teléfono de contacto 611618598.",False,good,False,12.0,{'typology': 'flat'},"{'subtitle': 'Rejas, Madrid', 'title': 'Piso'}",False,False,False,False,False,False,11DEY750/11,4,San Blas,Rejas,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}","[{'name': 'apartamentoType', 'text': 'Apartamento'}]",
98932192,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/96/5d/94/1028321470.jpg,27,725.0,flat,rent,50.0,True,1,1,SANTA CRISTINA,Madrid,Madrid,es,40.3476494,-3.7113962,False,https://www.idealista.com/inmueble/98932192/,7708,"INMOGESTION 2020 ALQUILA! APARTAMENTO 1 DORMITORIO SIN AMUEBLAR OBRA NUEVA 50m2 todo exterior muy luminoso y soleado. 2ª planta con ascensor. disponibilidad inmediata! Salón- comedor 21m2 con salida a amplio balcón y cocina americana con todos los electrodomésticos (Excepto lavavajillas) 1 Dormitorio con 2 armarios empotrados vestidos con barra balda y cajonera bastante amplios. Tendedero exterior en la ventana hacia el parte trasera del edificio.  Baño completo con plato de ducha, mampara con ventana exterior y radiador toallero. AIRE ACONDICIONADO CON BOMBA DE CALOR para calefacción tanto en salón comedor como en dormitorio.  Zona comercial C/Alberto palacios. Muy próximo a paradas de bus y metro Villaverde Alto ó RENFE Puente Alcocer.  NO ACEPTA MASCOTAS. (gatos a consultar) Se requiere: Contrato laboral y nóminas para seguro de protección de rentas  1 mes de fianza +1 mes de agencia +el mes en curso.",True,good,False,15.0,{'typology': 'flat'},"{'subtitle': 'Villaverde Alto, Madrid', 'title': 'Piso en SANTA CRISTINA'}",True,False,False,False,False,False,3056/9/22,2,Villaverde,Villaverde Alto,True,,"[{'name': 'apartamentoType', 'text': 'Apartamento'}]",
98932116,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c7/39/02/1028310053.jpg,13,750.0,flat,rent,95.0,True,3,1,Calle Infante don luis,Madrid,Alcalá de Henares,es,40.472241,-3.3746448,False,https://www.idealista.com/inmueble/98932116/,28483,"Se alquila estupendo piso en la ciudad histórica de Alcalá de Henares. Con un portal señorial, limpio y cuidado con ascensor.  Se trata de una vivienda de excelentes dimensiones, como se puede ver en las fotografías.  Salón amplio, con hasta tres zonas bien diferenciadas, una para descansar, otra zona más como comedor o a modo de reuniones y otro espacio, que podría dedicarse a una zona de trabajo o escritorio, por ultimo el salón es exterior y nos llevaría a la terraza de la vivienda, un espacio amplio con toldo y excelentes vistas. Cocina grande y ancha, con muebles altos y bajos y todos los electrodomésticos necesarios, además de una zona especial, donde se sitúa una mesa auxiliar, especial para desayunar o comer en la cocina.  Como toda la vivienda los dormitoritos son de buenas dimensiones exteriores y con armarios bien empotrados o bien auxiliares.  Destacar además en la vivienda una habitación dedicada a almacenaje, de forma individual y un gran recibidor que ya nos indica la buena distribución que tiene la vivienda. Por ultimo la vivienda es de calefacción central, lo que supone un gran ahorro dentro de los gastos de la misma.  Llámenos para organizar su visita.",False,good,False,8.0,{'typology': 'flat'},"{'subtitle': 'Reyes Católicos, Alcalá de Henares', 'title': 'Piso en Calle Infante don luis'}",False,False,False,False,False,False,,8,Reyes Católicos,,True,,,
98822584,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/05/52/a8/1028308832.jpg,20,700.0,penthouse,rent,30.0,True,1,1,"Avenida de Aragón, 376",Madrid,Madrid,es,40.4493217,-3.5674796,True,https://www.idealista.com/inmueble/98822584/,12049,"Te propongo un nuevo estilo de vida, vivienda independiente, espacios comunes, también experiencias y aficiones. Un espacio de socialización abierto a todos los vecinos, recuperando el sentimiento de comunidad que muchas veces cuesta encontrar en la ciudad y cerca del aeropuerto. Puedes elegir el periodo de estancia. El apartamento esta en la primera planta. Dormitorio amplio, baño completo independiente y terraza. La zona común cuenta con cocina, salón y patio jardín. A 7 min en coche hasta el aeropuerto, a 29 min en autobús.",False,good,False,23.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'Rejas, Madrid', 'title': 'Ático en Avenida de Aragón, 376'}",False,False,True,False,False,False,S5,1,San Blas,Rejas,True,,"[{'name': 'apartamentoType', 'text': 'Apartamento'}]",
96481572,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ce/9b/3f/948493365.jpg,25,700.0,flat,rent,27.0,False,1,1,Calle de Miguel Servet,Madrid,Madrid,es,40.4044052,-3.7001704,False,https://www.idealista.com/inmueble/96481572/,1391,"A escasos 60 metros a pie tendrás la estación de cercanías y de metro Embajadores. Además, de la zona comercial que encontrarás en Ronda de Valencia. Este bonito y acogedor piso de techos altos destaca por su buen estado de conservación y su equipamiento, ya que se alquila totalmente amueblado.  Cuentas con salón, equipado con sofá, televisión y mesita extensible con sillas. La cocina es independiente, tiene frigorífico, placa con fuegos de gas con extractor de humos, lavadora - secadora y muebles de madera con menaje y utensilios para la cocina. Además, de una mesa de madera con taburetes. El dormitorio, al igual que el resto de estancias, está equipado con somier y armario modular de madera lacada. Por último, el baño es completo con mueble, plato de ducha, mampara y un maletero en la parte superior, para que el almacenaje no suponga un problema. Cada estancia tiene ventana, lo que permite que su luz natural sea muy agradable, además de su tranquilidad. Son los aspectos a destacar de este bonito piso situado en pleno Embajadores.",False,good,False,26.0,{'typology': 'flat'},"{'subtitle': 'Lavapiés-Embajadores, Madrid', 'title': 'Piso en Calle de Miguel Servet'}",False,False,False,False,False,False,2009/192,3,Centro,Lavapiés-Embajadores,False,,,
98931925,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/41/7e/9f/1028302113.jpg,17,650.0,flat,rent,59.0,True,2,1,Val,Madrid,Alcalá de Henares,es,40.4833118,-3.3528067,False,https://www.idealista.com/inmueble/98931925/,30562,"gpa- 18742 Quieres vivir en una zona residencial y tranquila accesible a todos los servicios, esta es tu casa se alquila vivienda en zona el val totalmente amueblada, se trata de un 1 ª con ascensor de m2 construidos de los cuales 53 m2 se distribuyen en dos dormitorios, un baño completo, cocina, salón con acceso a la terraza, la vivienda es muy luminosa. Ven a visitarla. Cerca de linea de autobuses, aproximado a la estación de Renfe, colegios, instituto, centro de salud, farmacia, y todo tipo de comercios. OBLIGATORIO PASAR SEGURO DE IMPAGOS DEL ALQUILER ( Contratos uno de ellos indefinido, 3 ultimas ultimas nominas he ingresos mínimos de 1700 € en la unidad familiar ) Se pedirá mes en curso, mes de fianza y mes de honorarios de la Agencia.",False,good,False,11.0,{'typology': 'flat'},"{'subtitle': 'Val, Alcalá de Henares', 'title': 'Piso'}",False,False,False,False,False,False,GPA-18742,1,Val,,True,,,
98931897,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b6/92/f2/1028300173.jpg,9,550.0,flat,rent,40.0,True,1,1,Casco Urbano,Madrid,Paracuellos de Jarama,es,40.5058099,-3.5291635,False,https://www.idealista.com/inmueble/98931897/,17750,"A. J. Servicios Inmobiliarios ALQUILA bonito y acogedor Piso de 1 dormitorio en Calle Real. Cocina equipada con electrodomésticos (lavadora, frigorífico, horno, vitrocerámica) salón y dormitorio abuhardillado, y 1 wc con plato de ducha. Es ideal para parejas, dicha vivienda se encuentra en zona de entrada de Paracuellos de Jarama, esta cerca de la parada de autobús, bares y restaurantes alrededor. Si estás interesado no dudes en llamarnos para mas información y concertar una visita si así lo deseas.",False,good,False,14.0,{'typology': 'flat'},"{'subtitle': 'Casco Urbano, Paracuellos de Jarama', 'title': 'Piso'}",False,False,False,False,False,False,1070A,3,Casco Urbano,,True,,,
98931699,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7d/75/2a/1028308522.jpg,20,650.0,flat,rent,55.0,True,1,1,barrio Rejas,Madrid,Madrid,es,40.4414556,-3.5860227,False,https://www.idealista.com/inmueble/98931699/,10296,"LEER TEXTO COMPLETO Apartamento totalmente amueblado, no pedimos avales bancarios, se puede entrar cualquier día del mes. Al alquiler del apartamento hay que sumarle 100€ donde se le incluyen: piscina, paddel, parque infantil, plaza de garaje, agua sin limitación, ascensores y con un consumo máximo de hasta 50euros de luz ya incluidos en el precio. El precio final del alquiler es de 750€ No se aceptan mascotas. Contamos con transporte publico y autopistas: autobuses directo al intercambiador de avenida américa y los autobuses 77 y el nocturno n-5, conexiones: carretera a-2, m-30, m-40, a 5 minutos del aeropuerto de barajas, metro más cercano canillejas. cerca del centro comercial plenilunio. Teléfono de contacto 611618598.",False,good,False,12.0,{'typology': 'flat'},"{'subtitle': 'Rejas, Madrid', 'title': 'Piso'}",False,False,False,False,False,False,10DEY750/10,4,San Blas,Rejas,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}","[{'name': 'apartamentoType', 'text': 'Apartamento'}]",
98931250,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d3/ba/65/1028272917.jpg,20,750.0,flat,rent,65.0,True,2,1,Calle Francisco Rioja,Madrid,Madrid,es,40.4288893,-3.6392915,False,https://www.idealista.com/inmueble/98931250/,5580,"Vivienda reformada de 65m2 distribuida en 2 habitaciones, amplio salón comedor con acceso a una terraza abierta de 5m2, suelo de tarima, cocina amueblada y equipada, 1 baño completo con plato de ducha, piso exterior y muy luminoso, amueblado, finca con ascensor. Gastos de comunidad incluidos en el precio de la renta. Situado en zona comercial, con todos los servicios, polideportivos, colegios, parques y zonas verdes. Cercano a la parada de Metro ""Ascao"" (L-7) y líneas de autobuses de la E. M. T ""28 y N6"". No se admiten animales.",False,good,False,12.0,{'typology': 'flat'},"{'subtitle': 'Pueblo Nuevo, Madrid', 'title': 'Piso en Calle Francisco Rioja'}",False,False,False,False,False,False,2804-024870-01,,Ciudad Lineal,Pueblo Nuevo,True,,,
98931085,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c8/6b/5a/1028267507.jpg,17,725.0,flat,rent,70.0,True,2,1,Calle de Concejo de Teverga,Madrid,Madrid,es,40.3867131,-3.674711,False,https://www.idealista.com/inmueble/98931085/,4117,"Vivienda de 80m2 distribuida en 2 dormitorios ( antes 3 ) amplio salón independiente de 25m2, cocina amueblada y equipada y 1 baño completo. Dispone de calefacción individual de gas natural, aire acondicionado y armarios empotrados. Piso exterior, muy luminoso y amueblado. Gastos de comunidad incluidos en el precio. Finca con ascensor. Cercano a Renfe Asamblea de Madrid-Entrevías. Líneas de autobús EMT: 24-102-N11. Animales a consultar.",False,good,False,10.0,{'typology': 'flat'},"{'subtitle': 'Entrevías, Madrid', 'title': 'Piso en Calle de Concejo de Teverga'}",False,False,False,False,False,False,2803-024869-01,,Puente de Vallecas,Entrevías,True,,,
98931045,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/44/9c/79/1028265126.jpg,9,700.0,flat,rent,80.0,True,1,1,Mayor,Madrid,Alcalá de Henares,es,40.4815739,-3.3656669,False,https://www.idealista.com/inmueble/98931045/,29460,"No pierdas la oportunidad de vivir en la C. Mayor de Alcalá de Henares.  Amplia y luminosa vivienda de 80 m2, 1 dormitorio. Recién pintado. Conserva los detalles de la época en sus balcones y ventanales que dan al Antiguo Corral de Compaña, sus techos altos. Dispone de calefacción central. Un lugar con encanto. La calle Mayor es la calle más importante del municipio y con más historia. El entorno cuenta con todo lo necesario para la vida diaria. ¡SOLICITANOS UNA VISITA, TE VA A ENCANTAR!",False,good,False,9.0,{'typology': 'flat'},"{'subtitle': 'Casco Histórico, Alcalá de Henares', 'title': 'Piso en Mayor'}",False,False,False,False,False,False,10489,1,Casco Histórico,,False,,,
93387657,https://img3.idealista.com/blur/WEB_LISTING/180/id.pro.es.image.master/73/d6/8c/1028232419.jpg,7,650.0,flat,rent,40.0,True,1,1,"BENITEZ, 15",Madrid,Madrid,es,40.4713512,-3.5779046,True,https://www.idealista.com/inmueble/93387657/,12224,"INMOSEYGAR alquila apartamento amueblado, 1 dormitorio, cocina independiente y amueblada, cuarto de baño completo, aire acondicionado y calefacción por bomba de calor. salón comedor luminoso con ventana mirador, planta baja, ascensor Buena comunicacion de metro y autobus, situado cerca de la plaza.",False,good,False,16.0,{'typology': 'flat'},"{'subtitle': 'Casco Histórico de Barajas, Madrid', 'title': 'Piso en BENITEZ, 15'}",False,False,False,False,False,False,,bj,Barajas,Casco Histórico de Barajas,True,,"[{'name': 'apartamentoType', 'text': 'Apartamento'}]",
98929176,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/33/b4/76/1028186726.jpg,24,695.0,flat,rent,90.0,True,3,1,Calle Ámbar,Madrid,Madrid,es,40.3487403,-3.6840465,False,https://www.idealista.com/inmueble/98929176/,7729,"Piso de 90m en el barrio de los rosales, consta de 3 dormitorios, salón independiente con acceso a terraza, cocina amueblada y equipada con acceso a segunda terraza de 10m, 1 baño completo y 1 aseo. Calefacción eléctrica, vivienda exterior y amueblada. Gastos de comunidad incluidos en precio. Plaza de garaje opcional 55€. Situado a 10 minutos a pie de la estación de metro de ""Villaverde Bajo- Cruce"" (L3) y a 5 minutos a pie de la estación de RENFE "" Madrid- Villaverde Bajo"" ( C3 y C4). No se aceptan mascotas.",False,good,False,8.0,{'typology': 'flat'},"{'subtitle': 'Los Rosales, Madrid', 'title': 'Piso en Calle Ámbar'}",False,False,False,False,False,False,2810-024863-01,,Villaverde,Los Rosales,False,,,
98928994,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4a/98/cf/1028183291.jpg,13,750.0,flat,rent,55.0,True,1,1,Calle de Alcalá,Madrid,Madrid,es,40.4393155,-3.6386662,False,https://www.idealista.com/inmueble/98928994/,6017,"Piso exterior de 1 habitación doble con balcón. Salón. Cocina amueblada y equipada. 1 baños. Sin amueblar. Bomba frio/calor en salón y dormitorio. Gastos de comunidad incluidos. No se aceptan animales. A 100m de Metro ""El Carmen"" L5 y paradas de autobús EMT 106 y N7.",False,good,False,14.0,{'typology': 'flat'},"{'subtitle': 'Quintana, Madrid', 'title': 'Piso en Calle de Alcalá'}",False,False,False,False,False,False,2804-021625-02,,Ciudad Lineal,Quintana,False,,,
98929008,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/81/e8/34/1028182685.jpg,18,650.0,flat,rent,65.0,True,2,1,Calle de Fuente de Lima,Madrid,Madrid,es,40.3827984,-3.780637,False,https://www.idealista.com/inmueble/98929008/,7559,"Piso de 65m2, recién pintado. Consta de dos habitaciones, amplio salón con acceso a terraza de 8m2, cocina amueblada y equipada, y baño completo con plato de ducha. Suelo en gres. Se entrega sin amueblar. Gastos de comunidad incluidos en el precio de la renta. Finca con ascensor. Cercano a todo tipo de servicios y comercios. A 3 minutos andando de la parada de Renfe Las Águilas. A 2 minutos andando de la parada de Metro Aviación Española de la L-10. Autobús: 17. No se admiten animales.",False,good,False,10.0,{'typology': 'flat'},"{'subtitle': 'Águilas, Madrid', 'title': 'Piso en Calle de Fuente de Lima'}",False,False,False,False,False,False,2808-008483-04,,Latina,Águilas,True,,,
98928770,https://img3.idealista.com/blur/WEB_LISTING/90/id.pro.es.image.master/f8/3f/32/1028175852.jpg,13,666.0,flat,rent,70.0,True,1,2,Calle Mercurio,Madrid,Villanueva del Pardillo,es,40.4848283,-3.9831274,False,https://www.idealista.com/inmueble/98928770/,24862,"Alvaria alquila este moderno Loft de 64 m2 ubicado en el polígono industrial de Villanueva del Pardillo. No se aceptan mascotas. El Loft está dividido en 2 plantas. La primera planta dispone de un gran salón con grandes ventanales y cocina americana, equipada con campana extractora, horno y vitrocerámica. En esta planta también se encuentra un aseo. Unas modernas escaleras dan acceso al dormitorio en la segunda planta, un baño completo con plato de ducha y un armario empotrado.  Se alquila con plaza de garaje. Este Loft también es ideal como despacho/oficina. Cuenta con aire acondicionado (frío-calor)y videoportero. Lo que más destaca del Loft es su luminosidad, gracias a sus enormes ventanales.",False,good,False,10.0,{'typology': 'flat'},"{'subtitle': 'Los Llanos - Valle Pardo, Villanueva del Pardillo', 'title': 'Piso en Calle Mercurio'}",False,False,False,False,False,False,JS/MF220928,1,Los Llanos - Valle Pardo,,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
98928655,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/71/a9/66/1028175262.jpg,10,750.0,flat,rent,78.0,True,2,2,Calle José María Pereda,Madrid,Alcalá de Henares,es,40.497798,-3.3653418,False,https://www.idealista.com/inmueble/98928655/,29976,"Vivienda de 75 m 2, con 2 habitaciones, salón Independiente, cocina talmente Equipada, 2 baños uno de ellos en suite, armarios empotrados, calefacción Individual, exterior, Amueblado, finca con ascensor, jardines. Gastos de comunidad y plaza de garaje incluidos.",False,good,False,10.0,{'typology': 'flat'},"{'subtitle': 'Ensanche, Alcalá de Henares', 'title': 'Piso en Calle José María Pereda'}",False,False,False,False,False,False,2830-024860-01,,Ensanche,,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
98928715,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ca/08/2f/1028175105.jpg,16,630.0,flat,rent,74.0,True,3,1,Calle el Almendro,Madrid,El Molar,es,40.7313535,-3.5807508,False,https://www.idealista.com/inmueble/98928715/,36483,"Magnífico piso de 74m2. Dispone de 3 habitaciones, salón independiente, cocina totalmente amueblada y equipada, 1 baño completo, armarios empotrados, calefacción individual. Es una vivienda exterior muy luminosa y semi amueblada. Finca con ascensor. Urbanización con piscina. Zona residencial con todos los servicios. Gastos de comunidad incluidos. No se aceptan animales.",False,good,False,9.0,{'typology': 'flat'},"{'subtitle': 'El Molar', 'title': 'Piso en Calle el Almendro'}",False,False,False,False,False,False,28DG-024868-01,,,,True,,,
98928581,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/62/26/85/1028314067.jpg,18,635.0,studio,rent,55.0,True,0,1,Arquímedes,Madrid,Leganés,es,40.3129024,-3.8074212,False,https://www.idealista.com/inmueble/98928581/,14528,"VISITAS: Mandar WhatsApp al 652 19 21 39 No se puede pedir más: Moderno, con conserjería y zona de recepción, ascensor, plaza de garaje, mucha naturaleza y acceso rápido a carretera.  * Magnífico loft en alquiler sin amueblar. Es moderno, amplio y muy luminoso con grandes ventana. Tiene cocina y baño con ducha. El loft cuenta con 2 aparatos de aire acondicionado. * Tiene licencia de oficina, con lo cual no existe la posibilidad de empadronarse • Dispone de 3 ascensores de acceso, siendo uno de ellos montacargas. La cocina viene sin amueblar (tiene placa de vitroceramica portatil) y bomba de aire frío-calor. El loft incluye una plaza de garaje. Dispone de recepción con conserje y una zona de espera con máquinas de vending. Vigilancia con cámaras 24 horas. Si eres una persona amante del deporte, en la parte hay un buen descampado y a solo 10 minutos está el parque de Polvoranca. Además junto al edificio hay una zona verde muy amplia.  CONDICIONES * El alquiler es de 525€ + IVA (21% que sería 110,25€) lo cual suma en total la cantidad de 635,25€. Si eres autónomo o empresa podrás restar la retención del 19% IRPF. * Se pide 2 meses de fianza y un mes de agencia (+IVA). Se pasa un seguro de impago de alquiler pagado por la propiedad y las personas que quieran alquilar el loft deberán acreditar solvencia. * Se entrega sin amueblar y sin electrodomésticos.",False,good,False,12.0,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'Valdepelayo-Montepinos-Arroyo Culebro, Leganés', 'title': 'Estudio en Arquímedes'}",False,False,False,False,False,False,Loft Arquímedes,2,Valdepelayo - Montepinos - Arroyo Culebro,Valdepelayo-Montepinos-Arroyo Culebro,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
85753564,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/08/13/dc/674299821.jpg,5,725.0,flat,rent,69.0,True,2,1,"huerta, 6",Madrid,Collado Villalba,es,40.6505412,-3.9960481,True,https://www.idealista.com/inmueble/85753564/,35892,"¡ALQUILER! Conjunto residencial formado por 48 viviendas de 1, 2 y 3 dormitorios, plazas de garaje y trasteros. Situado en un entorno natural privilegiado en plena Sierra de Madrid, muy cerca del Nuevo Hospital de Villalba y que cuenta con todos los servicios necesarios. Las viviendas están dotadas de cocinas amuebladas con placa de cocción eléctrica, horno y campana extractora de humos. Se admiten mascotas.",True,good,False,11.0,{'typology': 'flat'},"{'subtitle': 'Dehesa - El Soto, Collado Villalba', 'title': 'Piso en huerta, 6'}",False,False,False,False,False,False,Huerta,1,Dehesa - El Soto,,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
98927558,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4c/33/c2/1028128359.jpg,12,740.0,flat,rent,94.0,True,2,1,El Vallejo,Guadalajara,Azuqueca de Henares,es,40.5708874,-3.2649786,False,https://www.idealista.com/inmueble/98927558/,40832,"Se alquila piso de 94 m2 con plaza de garaje en Azuqueca de Henares. Distribuidos en amplio salón- comedor muy luminoso, cocina amueblada y equipada, 2 habitaciones con armarios empotrados y baño completo con bañera. Calefacción y agua caliente de gas natural, suelos de tarina. No admite mascotas. Se solicitan requisitos para seguro de impago.",False,good,False,8.0,{'typology': 'flat'},"{'subtitle': 'El Vallejo, Azuqueca de Henares', 'title': 'Piso'}",False,False,False,False,False,False,37,1,El Vallejo,,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
98927444,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3d/a9/d8/1028156463.jpg,16,750.0,flat,rent,35.0,False,1,1,"buenavista, 42",Madrid,Madrid,es,40.4093818,-3.6999866,True,https://www.idealista.com/inmueble/98927444/,859,"Bonito piso de diseño, ubicado en una de las zonas más demandadas de Madrid debido a su ambiente multicultural y joven. Distribuido en salón, cocina totalmente equipada (vitrocerámica, frigorífico con congelador, campana extractora y lavadora), dormitorio con armario empotrado y baño. Además dispone de calefacción. No hay ningún inconveniente en que se conviva con alguna mascota en el piso, pero siempre, bajo la responsabilidad del/de la arrendatario/a en lo que respecta a los desperfectos que puedan ocasionarse. Se encuentra muy bien comunicado, a 5 minutos caminando del metro Lavapiés (L3) y a 15 minutos caminando de la Puerta del Sol. A 300 metros está el Mercado de San Fernando y el Carrefour Market 24 h, además de numerosos bancos, farmacias, tiendas, etc. Disponible para entrar a vivir a partir de la segunda semana de octubre. Si te gusta y quieres visitarlo, ¡no dudes en contactarnos!",False,good,False,21.0,{'typology': 'flat'},"{'subtitle': 'Lavapiés-Embajadores, Madrid', 'title': 'Piso en buenavista, 42'}",True,False,False,False,False,False,,1,Centro,Lavapiés-Embajadores,False,,,
98927416,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b0/3b/38/1028162722.jpg,10,690.0,flat,rent,65.0,True,2,1,"Calle imagen, 16",Madrid,Madrid,es,40.3842534,-3.6672159,True,https://www.idealista.com/inmueble/98927416/,4724,"Bonito piso ubicado en una de las zonas más demandadas de Madrid debido a su ambiente multicultural y joven. ! SE ALQUILA SIN AMUEBLAR! Distribuido en salón independiente, cocina y dos habitaciones individuales (vitrocerámica, frigorífico con congelador, campana extractora y lavadora) No hay ningún inconveniente en que se conviva con alguna mascota en el piso, pero siempre, bajo la responsabilidad del/de la arrendatario/a en lo que respecta a los desperfectos que puedan ocasionarse.  Se encuentra muy bien comunicado, rodeado de parques, colegios y supermercados. A 5 minutos caminando de la estacion de entrevias. Si te gusta y quieres visitarlo, ¡no dudes en contactarnos!",False,good,False,11.0,{'typology': 'flat'},"{'subtitle': 'San Diego, Madrid', 'title': 'Piso en Calle imagen, 16'}",False,False,False,False,False,False,,3,Puente de Vallecas,San Diego,False,,,
98926506,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f4/bd/66/1028086235.jpg,19,700.0,studio,rent,30.0,False,0,1,"Calle de Tribulete, 25",Madrid,Madrid,es,40.4073367,-3.703392,True,https://www.idealista.com/inmueble/98926506/,1041,"Ficasa Lavapíes alquila piso en calle Tribulete. El estudio se encuentra en una primera planta. Se compone de salón - dormitorio, cocina americana totalmente equipada con electrodomesticos, cuarto de baño con plato de ducha. La vivienda esta amueblada con sofá, mesa, cama abatible, armario empotrado. La corrala es una de las mas representativas del barrio, además es una de las más bonitas (según nosotros). Tiene ascensor y esta muy cuidada por los vecinos que viven en ella. Pide cita previa para conocer el hogar donde comenzara tu nueva vida.",False,good,False,23.0,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'Lavapiés-Embajadores, Madrid', 'title': 'Estudio en Calle de Tribulete, 25'}",False,False,False,False,False,False,,2,Centro,Lavapiés-Embajadores,True,,,
